iter	MultiClass
292	0.0246825717
293	0.02467689475
294	0.02466518932
295	0.02465016008
296	0.02463437647
297	0.02457842483
298	0.02453085893
299	0.02452305221
300	0.02450659553
301	0.02449809065
302	0.0244888072
303	0.02446582044
304	0.02443418407
305	0.02441621392
306	0.0244012992
307	0.02438615299
308	0.02433479033
309	0.02431585796
310	0.02430121737
311	0.02428271701
312	0.0242710182
313	0.02425526964
314	0.0242423676
315	0.02422939555
316	0.02419898148
317	0.02419160633
318	0.02418599518
319	0.02417877349
320	0.02414967965
321	0.02414151753
322	0.02413573915
323	0.02411620877
324	0.02410876899
325	0.02409462114
326	0.02408174728
327	0.02406195217
328	0.02404970249
329	0.02402907487
330	0.02400948059
331	0.02399322022
332	0.02397264904
333	0.02394738719
334	0.0239244276
335	0.02390134546
336	0.02388482023
337	0.02387658144
338	0.02385484952
339	0.02383842428
340	0.02380617556
341	0.02378104211
342	0.02376528391
343	0.02374777325
344	0.02373037457
345	0.02371368797
346	0.02370159643
347	0.02367081332
348	0.02365064924
349	0.02363139293
350	0.02360837545
351	0.02359330325
352	0.02355151291
353	0.02352022005
354	0.02350072696
355	0.023482696
356	0.02346156906
357	0.02344698592
358	0.02343802149
359	0.02342896371
360	0.0234029768
361	0.02337339586
362	0.02335976681
363	0.02333633023
364	0.02332826917
365	0.02332393534
366	0.02331916731
367	0.02329042746
368	0.02327099093
369	0.02325657229
370	0.02323922457
371	0.02322350235
372	0.02320624409
373	0.02318049252
374	0.02317636133
375	0.02315764501
376	0.02314167022
377	0.02313589426
378	0.0231184626
379	0.0231057882
380	0.02309017376
381	0.02306002739
382	0.02303589022
383	0.02303132403
384	0.02302190248
385	0.02299486557
386	0.02298379149
387	0.02296572623
388	0.02295743889
389	0.02295234158
390	0.02294488805
391	0.02292144981
392	0.02290675355
393	0.02286954124
394	0.0228637896
395	0.02284928946
396	0.02284602385
397	0.02283320388
398	0.02282026957
399	0.02281138513
400	0.02279185539
401	0.02277876571
402	0.02276570412
403	0.02275547363
404	0.02273484049
405	0.02272608998
406	0.02268095605
407	0.02265897318
408	0.02263763143
409	0.02261623238
410	0.02260454398
411	0.02259609509
412	0.02258382818
413	0.02256768612
414	0.02256170625
415	0.02255243974
416	0.0225443589
417	0.02253954755
418	0.0225287099
419	0.0225148834
420	0.02251022489
421	0.02249444693
422	0.02246779319
423	0.02245421998
424	0.02243663339
425	0.02242676623
426	0.02241930308
427	0.02240571086
428	0.02238627824
429	0.02237391139
430	0.02235777825
431	0.02235067384
432	0.02233344417
433	0.02231114909
434	0.02229023636
435	0.02226063539
436	0.02223360118
437	0.02222814941
438	0.02221764213
439	0.02221140583
440	0.02219272385
441	0.02217843247
442	0.02216540199
443	0.02215602263
444	0.0221463584
445	0.02212315559
446	0.02211111493
447	0.02208445181
448	0.02206679538
449	0.02205596955
450	0.02204581509
451	0.02201336854
452	0.02196090277
453	0.02194743285
454	0.02193815781
455	0.0219188003
456	0.0218896034
457	0.02188266181
458	0.02187067813
459	0.02185839673
460	0.02183666808
461	0.02181930804
462	0.02181350215
463	0.02180835575
464	0.02179653793
465	0.021794706
466	0.02177889891
467	0.02175843819
468	0.02174449701
469	0.02173479556
470	0.02170970724
471	0.02168963543
472	0.02167930017
473	0.02166166517
474	0.02164809929
475	0.0216336279
476	0.02162329487
477	0.02161369804
478	0.02159785961
479	0.02158499419
480	0.02157347829
481	0.02154698
482	0.02153475335
483	0.02151144657
484	0.0214928448
485	0.02147621003
486	0.02146365978
487	0.02143346582
488	0.02141412211
489	0.02141038398
490	0.02139032376
491	0.02136312609
492	0.02134779264
493	0.02133228343
494	0.02131492178
495	0.02130511112
496	0.02130133165
497	0.02127634115
498	0.02126147836
499	0.02124561102
500	0.02123824045
501	0.02122029148
502	0.02120902814
503	0.02120122346
504	0.02118902454
505	0.02116881356
506	0.02115305035
507	0.02114376132
508	0.02112243685
509	0.02110895349
510	0.0210914642
511	0.02107222227
512	0.02106832169
513	0.02105107623
514	0.02104555358
515	0.02103304722
516	0.02102732375
517	0.02101282086
518	0.02099747345
519	0.02098708377
520	0.02097007616
521	0.02096316665
522	0.02095444604
523	0.02094413079
524	0.0209360185
525	0.02092755856
526	0.02091226639
527	0.02089901657
528	0.0208937932
529	0.02085450577
530	0.02083675165
531	0.02081482173
532	0.02080260479
533	0.02078281177
534	0.02077129316
535	0.02075968116
536	0.02075563226
537	0.02074745985
538	0.02074281763
539	0.02073246789
540	0.02071878211
541	0.02069423792
542	0.0206801723
543	0.02067021603
544	0.0206572717
545	0.02065238279
546	0.02064162832
547	0.02062797079
548	0.02062153645
549	0.02060412507
550	0.02059932046
551	0.02058311731
552	0.020572548
553	0.02056946249
554	0.02055800953
555	0.02054710585
556	0.02052736337
557	0.02051793532
558	0.02050996202
559	0.02049783703
560	0.02049008873
561	0.02047853317
562	0.02047008275
563	0.02046588308
564	0.02044750945
565	0.02042671146
566	0.02041727441
567	0.02041389305
568	0.02039987183
569	0.02038610441
570	0.02037723069
571	0.02035588782
572	0.02033150099
573	0.0203210794
574	0.02031510348
575	0.02030399815
576	0.0202903905
577	0.02027869333
578	0.02027260221
579	0.02026143005
580	0.02025461979
581	0.0202495248
582	0.020239449
583	0.02020409141
584	0.02017569197
585	0.02017356457
586	0.02016086641
587	0.02015344457
588	0.02013368158
589	0.02012686393
590	0.02011207032
591	0.02010112101
592	0.02008914364
593	0.02007487883
594	0.02005553314
595	0.02003655524
596	0.02002606776
597	0.02001100206
598	0.01998766055
599	0.01997669384
600	0.0199593216
601	0.01994747532
602	0.01993826043
603	0.0199307914
604	0.01991416407
605	0.0199028213
606	0.01989221124
607	0.01987703863
608	0.01986483258
609	0.01985618849
610	0.01984778586
611	0.01983705499
612	0.01983044176
613	0.01982346714
614	0.01981316743
615	0.01979916856
616	0.01979628198
617	0.01978374834
618	0.01978012327
619	0.01976602822
620	0.01975870264
621	0.01974672432
622	0.01972936548
623	0.01971909378
624	0.01969969456
625	0.01968842948
626	0.01968287293
627	0.01967649092
628	0.01965271372
629	0.01963869693
630	0.01963075018
631	0.01961505799
632	0.01961235229
633	0.01960156385
634	0.01958695408
635	0.01956447241
636	0.01956199376
637	0.01955151418
638	0.01953917175
639	0.01952527957
640	0.01951084322
641	0.01950525708
642	0.01948694972
643	0.01947790976
644	0.0194708457
645	0.01944908442
646	0.01943990361
647	0.01943031069
648	0.01942174536
649	0.01940238527
650	0.01938856374
651	0.01938478204
652	0.01937508328
653	0.01935923826
654	0.01935025374
655	0.01933426196
656	0.01932630884
657	0.01932226704
658	0.01931541043
659	0.01930326705
660	0.01930012031
661	0.01928927608
662	0.01928492766
663	0.01928162473
664	0.01925571851
665	0.01924725421
666	0.01924276456
667	0.01923537431
668	0.01922224326
669	0.01920882199
670	0.01920582332
671	0.01919228292
672	0.01917990373
673	0.01917303048
674	0.01916143555
675	0.01914739089
676	0.01914060478
677	0.01913118755
678	0.0191190419
679	0.01910353602
680	0.01909584878
681	0.01908949884
682	0.01908025014
683	0.01905527764
684	0.01904838496
685	0.01902988716
686	0.01901255709
687	0.01900371175
688	0.01899876321
689	0.01899410148
690	0.01898383507
691	0.01897553874
692	0.01896695028
693	0.01896091039
694	0.01895319724
695	0.01894953556
696	0.01894058378
697	0.01893725161
698	0.01891453617
699	0.01889548084
700	0.0188886352
701	0.01886778695
702	0.01886239073
703	0.01884771796
704	0.0188392809
705	0.01882679795
706	0.01882036586
707	0.01881663086
708	0.01880607738
709	0.01880289433
710	0.0187966052
711	0.01878249372
712	0.01877876364
713	0.01877478125
714	0.0187533999
715	0.01874850088
716	0.01873413482
717	0.018722912
718	0.01871522946
719	0.01870509296
720	0.01870097591
721	0.01869353818
722	0.01868846297
723	0.01867310835
724	0.0186618924
725	0.01865237232
726	0.01863807234
727	0.01863356323
728	0.01862140594
729	0.01861493414
730	0.01860704532
731	0.01859301413
732	0.01859035035
733	0.01857746959
734	0.01856607132
735	0.01855814259
736	0.01855384281
737	0.01854456087
738	0.01853059238
739	0.01852357193
740	0.01851664979
741	0.01850795116
742	0.01848390718
743	0.01847827187
744	0.01847007709
745	0.01845906655
746	0.01844916837
747	0.01844290483
748	0.01842040993
749	0.01840373523
750	0.01839272759
751	0.01838692338
752	0.01837681113
753	0.01836916936
754	0.01836391581
755	0.018353313
756	0.01833471164
757	0.01832538164
758	0.01832254458
759	0.01830082825
760	0.01829952252
761	0.01828627713
762	0.01828227745
763	0.01827227487
764	0.01825528984
765	0.01824989645
766	0.01824727001
767	0.01823556966
768	0.018225957
769	0.01820744923
770	0.01819744022
771	0.01818813334
772	0.01817710735
773	0.01816967786
774	0.0181647137
775	0.01815549721
776	0.01814352218
777	0.01813575571
778	0.01813195348
779	0.01811931914
780	0.01811135956
781	0.01810571715
782	0.01808884555
783	0.01808177508
784	0.01807388491
785	0.01804964738
786	0.01804264188
787	0.01803510294
788	0.01802567935
789	0.01802105145
790	0.01801335867
791	0.01800411271
792	0.01799317466
793	0.01798279416
794	0.01797289557
795	0.01795404158
796	0.01794798571
797	0.01794148266
798	0.01792963903
799	0.01792305933
800	0.01791165031
801	0.01789841677
802	0.01789585514
803	0.01788321913
804	0.01787411764
805	0.01787059951
806	0.01783987908
807	0.01783223697
808	0.01782364673
809	0.01781660272
810	0.01780036305
811	0.01779197164
812	0.01777674338
813	0.0177666357
814	0.01776074729
815	0.01774568917
816	0.01774264508
817	0.0177319337
818	0.01772643929
819	0.0177242152
820	0.01770886291
821	0.01770217824
822	0.01768825367
823	0.0176695698
824	0.017659778
825	0.0176488897
826	0.01764725006
827	0.01763757285
828	0.01762825683
829	0.01762050066
830	0.01761565678
831	0.01760757202
832	0.01760165249
833	0.0175965569
834	0.0175905456
835	0.01758151546
836	0.01757033732
837	0.01756034204
838	0.0175515007
839	0.01754344561
840	0.01752645107
841	0.01752020867
842	0.01751321581
843	0.01750955136
844	0.01750106529
845	0.01749440208
846	0.01748790519
847	0.01748555725
848	0.01748171892
849	0.01747630713
850	0.01746425947
851	0.01745860248
852	0.01745399073
853	0.0174355591
854	0.01742459888
855	0.01742057929
856	0.01741524122
857	0.01740864245
858	0.0174036322
859	0.01739469213
860	0.01738030234
861	0.01736780954
862	0.01736174379
863	0.017355661
864	0.01735199459
865	0.01734852303
866	0.01734444343
867	0.01734278397
868	0.01731366588
869	0.01730744371
870	0.01730374333
871	0.01729913635
872	0.01729171661
873	0.01728233993
874	0.01727234997
875	0.01726438826
876	0.017255404
877	0.01724897065
878	0.01724001302
879	0.01723145497
880	0.01722782689
881	0.01722244305
882	0.01721126711
883	0.01720877366
884	0.01720287948
885	0.01719392573
886	0.01718657937
887	0.01718078714
888	0.01717507424
889	0.0171684524
890	0.01715698425
891	0.01715381785
892	0.01714434774
893	0.01713659796
894	0.01712856764
895	0.01711592179
896	0.01710573561
897	0.01709822725
898	0.01708508113
899	0.0170804552
900	0.01707433795
901	0.01707178754
902	0.01706345065
903	0.01704875679
904	0.01704751724
905	0.01703643137
906	0.01702706742
907	0.0170185131
908	0.01701418502
909	0.01700454954
910	0.01699749646
911	0.01698397624
912	0.01697386413
913	0.01697070802
914	0.01696443223
915	0.01695263754
916	0.01694548674
917	0.01694327693
918	0.0169230642
919	0.0169164649
920	0.01691287484
921	0.0169066899
922	0.01690041338
923	0.01689419264
924	0.01688886152
925	0.01687853233
926	0.01686894284
927	0.01686239267
928	0.01685702755
929	0.01684530605
930	0.01683904192
931	0.01683319792
932	0.01682823223
933	0.01682476595
934	0.01681733043
935	0.01681289211
936	0.01680508645
937	0.01680396529
938	0.01679204538
939	0.01678513451
940	0.01676999787
941	0.01675038688
942	0.01674846721
943	0.01674090843
944	0.01673392408
945	0.01672070862
946	0.01670884434
947	0.01670294732
948	0.01670037192
949	0.0166893192
950	0.01668102451
951	0.01667509715
952	0.01665057788
953	0.01663817276
954	0.01662821775
955	0.01662308745
956	0.01661273948
957	0.01660840745
958	0.01660603387
959	0.01659021612
960	0.01658809204
961	0.01657831971
962	0.01657131348
963	0.01656290149
964	0.01655493702
965	0.01654563915
966	0.01654174083
967	0.01653560617
968	0.01653239559
969	0.01652342676
970	0.01651131121
971	0.01650720483
972	0.01649997071
973	0.01649384654
974	0.01649278141
975	0.01648733194
976	0.01647746403
977	0.01646685502
978	0.01646302714
979	0.01646136773
980	0.01645188812
981	0.01644892091
982	0.01644213965
983	0.01642395521
984	0.01641733278
985	0.01641209332
986	0.01641033174
987	0.01640463914
988	0.01639499044
989	0.01639154345
990	0.01638291812
991	0.01638162068
992	0.01637800384
993	0.01637652805
994	0.01637502851
995	0.01637202298
996	0.01636532691
997	0.01635368767
998	0.01634768045
999	0.01634591098
